,prefix,input_text,target_text
2295,DART,Turn_Me_On_(album) | previousWork | Let_It_Breed && Turn_Me_On_(album) | producer | Wharton_Tiers && Turn_Me_On_(album) | precededBy | Let_It_Breed && Turn_Me_On_(album) | producer | Wharton_Tiers,"The album Turn Me On, produced by Wharton Tiers, is preceded by the album Let It Breed."
2296,DART,Turn_Me_On_(album) | previousWork | Let_It_Breed && Turn_Me_On_(album) | producer | Wharton_Tiers && Turn_Me_On_(album) | precededBy | Let_It_Breed && Turn_Me_On_(album) | producer | Wharton_Tiers,Wharton Tiers is the producer of the album ‘Turn Me On’ which was preceded by the album ‘Let it Breed’.
2297,DART,"Acharya_Institute_of_Technology | state | Karnataka && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | country | ""India"" && Acharya_Institute_of_Technology | state | Karnataka","The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, Karnataka, India and it is affiliated to Visvesvaraya Technological University."
2298,DART,"Acharya_Institute_of_Technology | state | Karnataka && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | country | ""India"" && Acharya_Institute_of_Technology | state | Karnataka","The campus of the Acharya Institute of Technology is located at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore, Karnataka – 560090, India and it is affiliated with the Visvesvaraya Technological University."
2299,DART,"Acharya_Institute_of_Technology | state | Karnataka && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | country | ""India"" && Acharya_Institute_of_Technology | state | Karnataka","The Acharya Institute of Technology can be found in India in the state of Karnataka, is affiliated with Visvesvaraya Technological University, and the campus address is: Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090."
2300,DART,India | populationTotal | 1293057000 && India | populationTotal | 1293057000,"India has reached the total population of 1,293,057,000."
2301,DART,India | populationTotal | 1293057000 && India | populationTotal | 1293057000,The total population of India is 1293057000.
2302,DART,India | populationTotal | 1293057000 && India | populationTotal | 1293057000,"The total population of India is 1,293,057,000."
2303,DART,Zaoyang | isPartOf | Hubei && Zaoyang | isPartOf | Hubei,Zaoyang city is a part of Hubei province.
2304,DART,Zaoyang | isPartOf | Hubei && Zaoyang | isPartOf | Hubei,Zaoyang is part of Hubei province.
2305,DART,Zaoyang | isPartOf | Hubei && Zaoyang | isPartOf | Hubei,The city of Zaoyang is part of Hubei province.
2306,DART,Tokat | country | Turkey && Tokat | country | Turkey,Tokat is located in Turkey.
2307,DART,Tokat | country | Turkey && Tokat | country | Turkey,Tokat is located in the country of Turkey.
2308,DART,University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon && University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon,"The University of Burgundy, located in Dijon, employs 2900 staff members including 1299 doctoral students."
2309,DART,University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon && University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon,"In Dijon, 2900 staff members from the University of Burgundy service the student body which includes 1299 doctoral students."
2310,DART,University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon && University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon,The University of Burgundy in Dijon has 2900 staff members and 1299 doctoral students.
2311,DART,Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | genre | Post-metal && Aaron_Turner | instrument | Singing && Aaron_Turner | origin | Massachusetts && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band),"Aaron Turner is a performer in the post metal genre, in particular he earns his living by singing. He is originally from Massachusetts and played with the band Twilight."
2312,DART,Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | genre | Post-metal && Aaron_Turner | instrument | Singing && Aaron_Turner | origin | Massachusetts && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band),Aaron Turner is a post metal singer who was born in Massachusetts and played with the band Twilight.
2313,DART,Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | genre | Post-metal && Aaron_Turner | instrument | Singing && Aaron_Turner | origin | Massachusetts && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band),Aaron Turner is a post-metal singer from Massachusetts who played with the band Twilight.
2314,DART,"Alan_Shepard | birthPlace | New_Hampshire && Alan_Shepard | birthDate | ""1923-11-18"" && Alan_Shepard | deathPlace | California && Alan_Shepard | dateOfRetirement | ""1974-08-01"" && Alan_Shepard | birthPlace | New_Hampshire","Alan Shepard was born in November 18th, 1923 in New Hampshire, retired on 1974-08-01 and died in California."
2315,DART,"Alan_Shepard | birthPlace | New_Hampshire && Alan_Shepard | birthDate | ""1923-11-18"" && Alan_Shepard | deathPlace | California && Alan_Shepard | dateOfRetirement | ""1974-08-01"" && Alan_Shepard | birthPlace | New_Hampshire","Alan Shepard was born on November, 18 of 1923 in the state of New Hampshire and died in California. He retired in August of 1974."
2316,DART,"Alan_Shepard | birthPlace | New_Hampshire && Alan_Shepard | birthDate | ""1923-11-18"" && Alan_Shepard | deathPlace | California && Alan_Shepard | dateOfRetirement | ""1974-08-01"" && Alan_Shepard | birthPlace | New_Hampshire","Alan Shepard was born on Nov 18, 1923 in New Hampshire, retired 1st of August 1974 and died in California."
2317,DART,Turn_Me_On_(album) | genre | Punk_blues && Turn_Me_On_(album) | genre | Noise_rock && Turn_Me_On_(album) | genre | Punk_blues && Turn_Me_On_(album) | genre | Noise_rock,Punk blues and noise rock are genre of the album Turn Me On.
2318,DART,Turn_Me_On_(album) | genre | Punk_blues && Turn_Me_On_(album) | genre | Noise_rock && Turn_Me_On_(album) | genre | Punk_blues && Turn_Me_On_(album) | genre | Noise_rock,Turn Me On's genre can be defined as punk blues and noise rock.
2319,DART,Turn_Me_On_(album) | genre | Punk_blues && Turn_Me_On_(album) | genre | Noise_rock && Turn_Me_On_(album) | genre | Punk_blues && Turn_Me_On_(album) | genre | Noise_rock,Turn Me On is a punk blues album of the musical genre known as noise rock.
2320,DART,MotorSport_Vision | foundedBy | Peter_Ogden && Bedford_Aerodrome | location | Thurleigh && Thurleigh | postalCode | MK44 && Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && MotorSport_Vision | foundedBy | Peter_Ogden,MotorSport Vision is the operating organisation for Bedford Aerodrome in Thurleigh (postal code: MK44). It was founded by Peter Ogden.
2321,DART,MotorSport_Vision | foundedBy | Peter_Ogden && Bedford_Aerodrome | location | Thurleigh && Thurleigh | postalCode | MK44 && Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && MotorSport_Vision | foundedBy | Peter_Ogden,"Peter Ogden is the founder of MotorSport Vision which operates the Bedford Aerodrome in Thurleigh, whose postal code is MK44."
2322,DART,MotorSport_Vision | foundedBy | Peter_Ogden && Bedford_Aerodrome | location | Thurleigh && Thurleigh | postalCode | MK44 && Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && MotorSport_Vision | foundedBy | Peter_Ogden,"The Bedford Aerodrome is located in Thurleigh, which has the postal code of MK44. The aerodrome has an operating organization that is called the MotorSport Vision which was founded by Peter Ogden."
2323,DART,Take_It_Off! | producer | Wharton_Tiers && Take_It_Off! | producer | Wharton_Tiers,Wharton Tiers is the producer of Take it Off.
2324,DART,Take_It_Off! | producer | Wharton_Tiers && Take_It_Off! | producer | Wharton_Tiers,Wharton Tiers produced the album titled “Take it Off!”.
2325,DART,Take_It_Off! | producer | Wharton_Tiers && Take_It_Off! | producer | Wharton_Tiers,Wharton Tiers is the producer of Take It Off!
2326,DART,"Olga_Bondareva | birthPlace | Leningrad,_USSR && Olga_Bondareva | birthPlace | Leningrad,_USSR","Olga Bondareva was born in Leningrad, USSR."
2327,DART,"Olga_Bondareva | birthPlace | Leningrad,_USSR && Olga_Bondareva | birthPlace | Leningrad,_USSR","Olga Bondareva's original birthplace was in Leningrad, part of the USSR."
2328,DART,"ALCO_RS-3 | MeanOfTransportation/length | ""17068.8""^^<http://dbpedia.org/datatype/millimetre> && ALCO_RS-3 | buildDate | ""May 1950 - August 1956"" && ALCO_RS-3 | engine | V12_engine && ALCO_RS-3 | powerType | Diesel-electric_transmission && ALCO_RS-3 | length | 17068.8 (millimetres)","The ALCO RS-3 was produced between May 1950 and August 1956, has a V12 engine, a diesel-electric transmission and was 17068.8 millimetres long."
2329,DART,"ALCO_RS-3 | MeanOfTransportation/length | ""17068.8""^^<http://dbpedia.org/datatype/millimetre> && ALCO_RS-3 | buildDate | ""May 1950 - August 1956"" && ALCO_RS-3 | engine | V12_engine && ALCO_RS-3 | powerType | Diesel-electric_transmission && ALCO_RS-3 | length | 17068.8 (millimetres)","Produced between May 1950 and August 1956, the ALCO RS-3 has a V12 engine and diesel-electric transmission. Its total length is 17068.8 mm."
2330,DART,"ALCO_RS-3 | MeanOfTransportation/length | ""17068.8""^^<http://dbpedia.org/datatype/millimetre> && ALCO_RS-3 | buildDate | ""May 1950 - August 1956"" && ALCO_RS-3 | engine | V12_engine && ALCO_RS-3 | powerType | Diesel-electric_transmission && ALCO_RS-3 | length | 17068.8 (millimetres)","The ALCO RS-3 was produced between May 1950 and August 1956, has a V12 engine, a diesel-electric transmission and a length of 17068.8 millimetres."
2331,DART,Take_It_Off! | previousWork | Turn_Me_On_(album) && Take_It_Off! | precededBy | Turn_Me_On_(album),The album Take It Off! is preceded by the album Turn Me On.
2332,DART,Take_It_Off! | previousWork | Turn_Me_On_(album) && Take_It_Off! | precededBy | Turn_Me_On_(album),The album Take It Off! was preceded by the album Turn Me On.
2333,DART,Take_It_Off! | previousWork | Turn_Me_On_(album) && Take_It_Off! | precededBy | Turn_Me_On_(album),The album Take It Off! was preceded by the album titled Turn Me On.
2334,DART,"John_Mills | deathPlace | Denham,_Buckinghamshire && John_Mills | deathPlace | Denham,_Buckinghamshire","The deathplace of John Mills was in Denham, Buckinghamshire."
2335,DART,"John_Mills | deathPlace | Denham,_Buckinghamshire && John_Mills | deathPlace | Denham,_Buckinghamshire","John Mills died in Denham, Buckinghamshire."
2336,DART,GMA_New_Media | product | Mobile_Applications && GMA_New_Media | keyPerson | Felipe_Gozon && GMA_New_Media | product | Mobile_Applications && GMA_New_Media | keyPerson | Felipe_Gozon,"Felipe Gozon is a key person in GMA New Media, a company that makes mobile applications."
2337,DART,GMA_New_Media | product | Mobile_Applications && GMA_New_Media | keyPerson | Felipe_Gozon && GMA_New_Media | product | Mobile_Applications && GMA_New_Media | keyPerson | Felipe_Gozon,Felipe Gozon is the key person of GMA New Media which makes mobile apps.
2338,DART,GMA_New_Media | product | Mobile_Applications && GMA_New_Media | keyPerson | Felipe_Gozon && GMA_New_Media | product | Mobile_Applications && GMA_New_Media | keyPerson | Felipe_Gozon,"Felipe Gozon, is a key person of GMA New Media, which offers products such as mobile applications."
2339,DART,Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama && Brandon_Carter | birthDate | 1942-01-01 && Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama && Brandon_Carter | birthDate | 1942-01-01,"Brandon Carter, who was born on 01-01-1942, goes to Dennis William Sciama for doctoral advice."
2340,DART,Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama && Brandon_Carter | birthDate | 1942-01-01 && Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama && Brandon_Carter | birthDate | 1942-01-01,"Brandon Carter, born January 1st 1942, completed his doctorate under the guidance of his doctoral advisor Dennis William Sciama."
2341,DART,Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama && Brandon_Carter | birthDate | 1942-01-01 && Brandon_Carter | doctoralAdvisor | Dennis_William_Sciama && Brandon_Carter | birthDate | 1942-01-01,"Brandon Carter, born January 1, 1942, had Dennis William Sciama as his doctoral advisor."
2342,DART,Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | runtime | 98.0 && Super_Capers | distributor | Roadside_Attractions && Super_Capers | distributor | Lionsgate,"At a length of 98 minutes, the movie Super Capers starred Michael Rooker and Tom Sizemore. The film was distributed by both Roadside Attractions and Lionsgate."
2343,DART,Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | runtime | 98.0 && Super_Capers | distributor | Roadside_Attractions && Super_Capers | distributor | Lionsgate,"The movie ""Super Capers"" (98 minute length) stars Michael Rooker and Tom Sizemore. The film is distributed by Lionsgate and Roadside Attractions."
2344,DART,Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | runtime | 98.0 && Super_Capers | distributor | Roadside_Attractions && Super_Capers | distributor | Lionsgate,"Lionsgate distributed Super Capers, a 98 minute long movie starring Tom Sizemore. Michael Rooker is also in the film which was distributed by Roadside Attractions."
2345,DART,Expect_a_Miracle | producer | Brian_Kelly_(composer_&_pianist) && Expect_a_Miracle | runtime | 54.56 && Expect_a_Miracle | artist | Brian_Kelly_(composer_&_pianist) && Expect_a_Miracle | type | Compilation_Album && Expect_a_Miracle | precededBy | Pools_of_Light_(Brian_Kelly_album),"Expect a Miracle is a compilation album that is 54.56 minutes long. Brian Kelly wrote and produced it. The album was preceded by Pools of Light, by Brian Kelly."
2346,DART,Expect_a_Miracle | producer | Brian_Kelly_(composer_&_pianist) && Expect_a_Miracle | runtime | 54.56 && Expect_a_Miracle | artist | Brian_Kelly_(composer_&_pianist) && Expect_a_Miracle | type | Compilation_Album && Expect_a_Miracle | precededBy | Pools_of_Light_(Brian_Kelly_album),"Brian Kelly recorded and produced Expect a Miracle, which is a compilation album that has a runtime of 54:56. It was preceded by Pools of Light, also by Brian Kelly."
2347,DART,Expect_a_Miracle | producer | Brian_Kelly_(composer_&_pianist) && Expect_a_Miracle | runtime | 54.56 && Expect_a_Miracle | artist | Brian_Kelly_(composer_&_pianist) && Expect_a_Miracle | type | Compilation_Album && Expect_a_Miracle | precededBy | Pools_of_Light_(Brian_Kelly_album),"Expect a Miracle, a compilation album with runtime of 54.56 was created and produced by composer & pianist Brian Kelly. It was preceded by the album Pools of Light."
2348,DART,Abraham_A._Ribicoff | birthPlace | United_States && Abraham_A._Ribicoff | nationality | United_States && Abraham_A._Ribicoff | spouse | Casey_Ribicoff && Abraham_A._Ribicoff | birthPlace | United_States && Abraham_A._Ribicoff | nationality | United_States,"In the United States, Abraham A. Ribicoff was born and later married Casey Ribicoff."
2349,DART,Abraham_A._Ribicoff | birthPlace | United_States && Abraham_A._Ribicoff | nationality | United_States && Abraham_A._Ribicoff | spouse | Casey_Ribicoff && Abraham_A._Ribicoff | birthPlace | United_States && Abraham_A._Ribicoff | nationality | United_States,"Abraham A. Ribicoff was born in the United States, and his spouse was Casey Ribicoff."
2350,DART,Abraham_A._Ribicoff | birthPlace | United_States && Abraham_A._Ribicoff | nationality | United_States && Abraham_A._Ribicoff | spouse | Casey_Ribicoff && Abraham_A._Ribicoff | birthPlace | United_States && Abraham_A._Ribicoff | nationality | United_States,Abraham A Ribicoff was born in the United States and his wife is Casey Ribicoff.
2351,DART,Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh,"Located in Thurleigh, the Bedford Aerodrome, operated by MotorSport Vision, serves the Bedford Autodrome and has a runway length of 1095."
2352,DART,Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh,"Bedford Aerodrome, located in Thurleigh, has served the Bedford Autodrome. Its runway length is 1,095. The Bedford Aerodrome has an operating organization called the MotorSport Vision."
2353,DART,Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh,"The Bedford Aerodrome in Thurleigh, with a runway length of 1095.0, is operated by the MotorSport Vision organization and serves the Bedford Autodrome."
2354,DART,"Piotr_Hallmann | weight | 70.308 && Piotr_Hallmann | birthDate | 1987-08-25 && Piotr_Hallmann | birthPlace | Gdynia,_Poland && Gdynia,_Poland | areaTotal | 135000000.0 && Gdynia,_Poland | foundingDate | 1926-02-10","Piotr Hallmann currently weighs 70.308 kg and was born on August 25, 1987 in Gdynia, Poland, which has a total area of 135,000,000.0 and was founded on February 10, 1926."
2355,DART,"Piotr_Hallmann | weight | 70.308 && Piotr_Hallmann | birthDate | 1987-08-25 && Piotr_Hallmann | birthPlace | Gdynia,_Poland && Gdynia,_Poland | areaTotal | 135000000.0 && Gdynia,_Poland | foundingDate | 1926-02-10","Piotr Hallmann currently weighs 70.308kg and was born on August 25, 1987 in Gdynia, Poland which was founded on February 10, 1926 and has a total area of 135 square kilometres."
2356,DART,"Piotr_Hallmann | weight | 70.308 && Piotr_Hallmann | birthDate | 1987-08-25 && Piotr_Hallmann | birthPlace | Gdynia,_Poland && Gdynia,_Poland | areaTotal | 135000000.0 && Gdynia,_Poland | foundingDate | 1926-02-10","Piotr Hallmann weighs 70.308 kg and was born on August 25, 1987 in Gdynia, Poland, which was founded on February 10, 1926 and has a total area of 135.0 square km."
2357,DART,1147_Stavropolis | discoverer | Grigory_Neujmin && 1147_Stavropolis | discoverer | Grigory_Neujmin,1147 Stavropolis was discovered by Grigory Neujmin.
2358,DART,1147_Stavropolis | discoverer | Grigory_Neujmin && 1147_Stavropolis | discoverer | Grigory_Neujmin,The discoverer of 1147 Stavropolis is Grigory Neujmin.
2359,DART,1147_Stavropolis | discoverer | Grigory_Neujmin && 1147_Stavropolis | discoverer | Grigory_Neujmin,Grigory Neujmin discovered 1147 Stavropolis.
2360,DART,"Piotr_Hallmann | birthPlace | Gdynia && Piotr_Hallmann | birthDate | 1987-08-25 && Piotr_Hallmann | height | 175.26 && Piotr_Hallmann | birthPlace | Gdynia,_Poland && Piotr_Hallmann | birthDate | 1987-08-25","Piotr Hallmann's birthplace was in Gdynia, Poland on August 25th. 1987 and he is 175.26 cm tall."
2361,DART,"Piotr_Hallmann | birthPlace | Gdynia && Piotr_Hallmann | birthDate | 1987-08-25 && Piotr_Hallmann | height | 175.26 && Piotr_Hallmann | birthPlace | Gdynia,_Poland && Piotr_Hallmann | birthDate | 1987-08-25","Standing at 175.26 cm, Piotr Hallmann was born in Gdynia, Poland on August 25, 1987."
2362,DART,"Piotr_Hallmann | birthPlace | Gdynia && Piotr_Hallmann | birthDate | 1987-08-25 && Piotr_Hallmann | height | 175.26 && Piotr_Hallmann | birthPlace | Gdynia,_Poland && Piotr_Hallmann | birthDate | 1987-08-25","Piotr Hallmann, born in Gdynia, Poland on the 25th of August 1987, is 175.26 cm tall."
2363,DART,Liselotte_Grschebina | nationality | Israel && Israel | leader | Reuven_Rivlin && Liselotte_Grschebina | nationality | Israel && Israel | leader | Reuven_Rivlin,"Liselotte Grschebina has Israeli nationality, a country whose leader is Reuven Rivlin."
2364,DART,Liselotte_Grschebina | nationality | Israel && Israel | leader | Reuven_Rivlin && Liselotte_Grschebina | nationality | Israel && Israel | leader | Reuven_Rivlin,Liselotte Grschebina is an Israeli national whose leader is Reuven Rivlin.
2365,DART,Liselotte_Grschebina | nationality | Israel && Israel | leader | Reuven_Rivlin && Liselotte_Grschebina | nationality | Israel && Israel | leader | Reuven_Rivlin,Israel's leader Reuven Rivlin is the same nationality as Liselotte Grschebina.
2366,DART,Super_Capers | starring | Adam_West && Super_Capers | starring | Adam_West,Adam West had a main role in the movie Super Capers.
2367,DART,Super_Capers | starring | Adam_West && Super_Capers | starring | Adam_West,Super Capers is a film starring Adam West.
2368,DART,Super_Capers | starring | Adam_West && Super_Capers | starring | Adam_West,Super Capers is starring Adam West.
2369,DART,The_Two_Towers | subsequentWork | The_Return_of_the_King && The_Two_Towers | followedBy | The_Return_of_the_King,The Two Towers was followed by The Return of the King.
2370,DART,The_Two_Towers | subsequentWork | The_Return_of_the_King && The_Two_Towers | followedBy | The_Return_of_the_King,The Return of the King followed The Two Towers.
2371,DART,The_Two_Towers | subsequentWork | The_Return_of_the_King && The_Two_Towers | followedBy | The_Return_of_the_King,The Two Towers preceded The Return of the King.
2372,DART,Turkey | officialLanguage | Turkish_language && Nurhan_Atasoy | birthPlace | Reşadiye && Turkey | currency | Turkish_lira && Nurhan_Atasoy | birthPlace | Turkey && Turkey | officialLanguage | Turkish_language,Nurhan Atasoy was born in Resadiye in Turkey. The official language of Turkey is Turkish and the currency is the Turkish lira.
2373,DART,Turkey | officialLanguage | Turkish_language && Nurhan_Atasoy | birthPlace | Reşadiye && Turkey | currency | Turkish_lira && Nurhan_Atasoy | birthPlace | Turkey && Turkey | officialLanguage | Turkish_language,"Nurhan Atasoy was born in Reşadiye, a town in Turkey. The currency in Turkey is based on a unit called lira. Turkish is the language that is official in turkey."
2374,DART,Turkey | officialLanguage | Turkish_language && Nurhan_Atasoy | birthPlace | Reşadiye && Turkey | currency | Turkish_lira && Nurhan_Atasoy | birthPlace | Turkey && Turkey | officialLanguage | Turkish_language,"Nurhan Atasoy was born in Resadiye, Turkey. The country's official language is Turkish and their currency is the Turkish Lira."
2375,DART,Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C && Agremiação_Sportiva_Arapiraquense | ground | Estádio_Municipal_Coaracy_da_Mata_Fonseca && Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C && Agremiação_Sportiva_Arapiraquense | ground | Estádio_Municipal_Coaracy_da_Mata_Fonseca,"Estadio Municipal Coaracy da Mata Fonseca is the name of the ground of Agremiacao Sportiva Arapiraquense, who plays in the Campeonato Brasileiro Serie C league."
2376,DART,Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C && Agremiação_Sportiva_Arapiraquense | ground | Estádio_Municipal_Coaracy_da_Mata_Fonseca && Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C && Agremiação_Sportiva_Arapiraquense | ground | Estádio_Municipal_Coaracy_da_Mata_Fonseca,Agremiação Sportiva Arapiraquense from Campeonato Brasileiro Série C league okay in Estadio Municipal Coaracy da Mata Fonseca.
2377,DART,Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C && Agremiação_Sportiva_Arapiraquense | ground | Estádio_Municipal_Coaracy_da_Mata_Fonseca && Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C && Agremiação_Sportiva_Arapiraquense | ground | Estádio_Municipal_Coaracy_da_Mata_Fonseca,"Agremiação Sportiva Arapiraquense, who play at Estádio Municipal Coaracy da Mata Fonseca, are in the Campeonato Brasileiro Série C league."
2378,DART,Jamie_Lawrence | birthDate | 1970-03-08 && Jamie_Lawrence | birthDate | 1970-03-08,"Jamie Lawrence was born on March 8th, 1970."
2379,DART,Jamie_Lawrence | birthDate | 1970-03-08 && Jamie_Lawrence | birthDate | 1970-03-08,"Jamie Lawrence was born on March 8, 1970."
2380,DART,Jamie_Lawrence | birthDate | 1970-03-08 && Jamie_Lawrence | birthDate | 1970-03-08,Jamie Lawrence's date of birth was 1970-03-08.
2381,DART,"11th_Mississippi_Infantry_Monument | region | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsWest | Franklin_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property","The 11th Mississippi Infantry Monument, a contributing property, is located in Adams County, Pennsylvania which is east to the Pennsylvania's Franklin County."
2382,DART,"11th_Mississippi_Infantry_Monument | region | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsWest | Franklin_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property","The 11th Mississippi Infantry Monument, a contributing property, is located in Adams County, Pennsylvania which is east to the Franklin County, Pennsylvania."
2383,DART,Sludge_metal | instrument | Singing && Sludge_metal | instrument | Singing,Singing is typically present in sludge metal.
2384,DART,Sludge_metal | instrument | Singing && Sludge_metal | instrument | Singing,"Sludge metal includes singing, among other things."
2385,DART,Sludge_metal | instrument | Singing && Sludge_metal | instrument | Singing,Singing is a part of sludge metal.
2386,DART,Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | runwaySurface | Concrete && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | runwaySurfaceType | Concrete,The ICAO location identifier for the Bedford Aerodrome is EGBF and the aerodrome has a runway surface made of concrete.
2387,DART,Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | runwaySurface | Concrete && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | runwaySurfaceType | Concrete,The ICAO location identifier for Bedford Aerodrome is EGBF and its runway is made of concrete.
2388,DART,Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | runwaySurface | Concrete && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | runwaySurfaceType | Concrete,Bedford Aerodrome with concrete runway has EGBF as its International Civil Aviation Organization (ICAO) identifier.
2389,DART,Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | producer | Sarah_Teale,Tom Simon directed and produced Death on a Factory Farm which was also produced by Sarah Teale. The movie was edited by Geof Bartz and released by HBO.
2390,DART,Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | producer | Sarah_Teale,"Broadcast by HBO, Death on a Factory Farm starred and was produced by Tom Simon and Sarah Teale. It was edited by Geof Bartz."
2391,DART,Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | producer | Sarah_Teale,"The HBO broadcast film Death on a Factory Farm was directed by Tom Simon, who also served as the film’s producer with Sarah Teale. Geof Bartz edited the film."
